molecule_id,chemSpiderId,len_molecule,valid_prob,sol_prob,d_min,d_min_cl,find_rate
498,4521669,15,0.994175,0.993344,1.4142135623730951,1.4142135623730951,1.0
2547,8115,15,0.885613,0.130588,1.6666666666666667,1.6666666666666667,1.0
2843,60572,15,0.777043,0.659889,1.9436506316151003,1.9436506316151003,1.0
2765,29074,15,0.859215,0.724696,1.6666666666666667,1.6666666666666667,1.0
1034,6901,15,0.879523,0.878305,1.9436506316151003,1.9436506316151003,1.0
2883,8330,15,0.791247,0.00289,1.4142135623730951,1.4142135623730951,1.0
2791,29117,15,0.704093,0.455869,1.9436506316151003,1.9436506316151003,1.0
3077,8564,15,0.986428,0.918979,1.4142135623730951,1.4142135623730951,1.0
395,6245,15,0.994144,0.993146,1.4142135623730951,1.4142135623730951,1.0
627,6495,16,1.0,0.999945,1.3333333333333335,1.3333333333333335,1.0
268,5148,16,1.0,0.999242,1.3333333333333335,1.3333333333333335,1.0
1477,10447126,16,1.0,0.999972,1.3333333333333335,1.3333333333333335,1.0
819,59999,16,1.0,0.999959,1.3333333333333335,1.3333333333333335,1.0
269,6049,16,1.0,0.999244,1.3333333333333335,1.3333333333333335,1.0
76,141,16,1.0,0.999919,1.3333333333333335,1.3333333333333335,1.0
2931,60635,16,1.0,0.999958,1.3333333333333335,1.3333333333333335,1.0
2878,8322,16,1.0,0.999165,1.3333333333333335,1.3333333333333335,1.0
3241,388363,16,1.0,0.999668,1.3333333333333335,1.3333333333333335,1.0
710,59952,16,1.0,0.998597,1.3333333333333335,1.3333333333333335,1.0
3004,8503,16,1.0,0.999876,1.4142135623730951,1.4142135623730951,1.0
886,6767,16,1.0,0.999974,1.9436506316151003,1.9436506316151003,1.0
673,59928,16,1.0,0.999954,1.9436506316151003,1.9436506316151003,1.0
653,13835294,16,1.0,0.99998,1.9436506316151003,1.9436506316151003,1.0
654,13837303,16,1.0,0.999892,1.4142135623730951,1.4142135623730951,1.0
2829,8254,16,1.0,0.99996,1.9436506316151003,1.9436506316151003,1.0
2881,8329,16,1.0,0.999955,1.9436506316151003,1.9436506316151003,1.0
3056,4512192,16,1.0,0.999899,1.4142135623730951,1.4142135623730951,1.0
385,16736012,16,1.0,0.999823,1.4142135623730951,1.4142135623730951,1.0
2902,60614,16,1.0,0.994871,1.6666666666666667,1.6666666666666667,1.0
2453,8038,17,0.477403,0.091042,1.3333333333333335,1.3333333333333335,1.0
1187,60169,17,0.605675,0.230079,1.3333333333333335,1.3333333333333335,1.0
704,59947,17,0.698283,0.099283,1.3333333333333335,1.3333333333333335,1.0
821,60001,17,0.706975,0.104695,1.3333333333333335,1.3333333333333335,1.0
948,6820,17,0.531711,0.07903,1.3333333333333335,1.3333333333333335,1.0
518,59827,17,0.760948,0.184654,1.3333333333333335,1.3333333333333335,1.0
2154,17215776,17,0.518674,0.131131,1.3333333333333335,1.3333333333333335,1.0
2795,29121,17,0.489347,0.040271,1.3333333333333335,1.3333333333333335,1.0
3092,8584,17,0.857459,0.634828,1.3333333333333335,1.3333333333333335,1.0
510,2849,17,0.439343,0.132181,1.3333333333333335,1.3333333333333335,1.0
646,6515,17,0.66791,0.517823,1.4142135623730951,1.4142135623730951,1.0
368,19968505,17,0.777961,0.722578,1.4142135623730951,1.4142135623730951,1.0
1097,6959,17,0.524747,0.149934,1.4142135623730951,1.4142135623730951,1.0
124,3513,17,0.393502,0.189286,1.6666666666666667,1.6666666666666667,1.0
436,4944,17,0.625645,0.390851,1.4142135623730951,1.4142135623730951,1.0
2905,8355,17,0.483284,0.100353,1.6666666666666667,1.6666666666666667,1.0
2770,29085,17,0.582799,0.384101,1.6666666666666667,1.6666666666666667,1.0
1393,7292,17,0.540626,0.15679,1.4142135623730951,1.4142135623730951,1.0
2586,8144,17,0.750387,0.701391,1.4142135623730951,1.4142135623730951,1.0
977,60088,17,0.585018,0.477478,1.6666666666666667,1.6666666666666667,1.0
2859,8296,18,0.613913,0.130971,1.3333333333333335,1.3333333333333335,1.0
516,59825,18,0.575542,0.14559,1.3333333333333335,1.3333333333333335,1.0
2431,60368,18,0.525236,0.094061,1.3333333333333335,1.3333333333333335,1.0
590,59875,18,0.526057,0.094784,1.3333333333333335,1.3333333333333335,1.0
2425,8020,18,0.650957,0.462914,1.3333333333333335,1.3333333333333335,1.0
2793,5151,18,0.562135,0.282724,1.3333333333333335,1.3333333333333335,1.0
640,305271,18,0.526624,0.095862,1.3333333333333335,1.3333333333333335,1.0
591,6447,18,0.815108,0.65602,1.3333333333333335,1.3333333333333335,1.0
1189,7056,18,0.66176,0.225723,1.3333333333333335,1.3333333333333335,1.0
2551,8119,18,0.570123,0.111029,1.3333333333333335,1.3333333333333335,1.0
381,59546,18,0.528052,0.020635,1.4142135623730951,1.4142135623730951,1.0
3213,60850,18,0.763775,0.757312,1.6666666666666667,1.6666666666666667,1.0
3384,9321,18,0.779397,0.68212,1.4142135623730951,1.4142135623730951,1.0
2139,9189,18,0.723488,0.461193,1.4142135623730951,1.4142135623730951,1.0
1454,91782,18,0.610806,0.220159,1.4142135623730951,1.4142135623730951,1.0
2821,8241,18,0.729609,0.55651,1.4142135623730951,1.4142135623730951,1.0
657,59910,18,0.703191,0.626198,1.6666666666666667,1.6666666666666667,1.0
1642,59437,18,0.699957,0.415382,1.4142135623730951,1.4142135623730951,1.0
2996,8499,18,0.736736,0.607024,1.4142135623730951,1.4142135623730951,1.0
649,6518,18,0.488337,0.436244,1.9436506316151003,1.9436506316151003,1.0
2893,8348,19,0.764958,0.241811,1.3333333333333335,1.3333333333333335,1.0
561,59851,19,0.639179,0.060784,1.3333333333333335,1.3333333333333335,1.0
2747,15016,19,0.907045,0.550793,1.3333333333333335,1.3333333333333335,1.0
2368,4512354,19,0.841983,0.258782,1.3333333333333335,1.3333333333333335,1.0
560,6429,19,0.558649,0.090591,1.3333333333333335,1.3333333333333335,1.0
1381,21159437,19,0.688014,0.365901,1.3333333333333335,1.3333333333333335,1.0
2824,8244,19,0.573395,0.0183,1.3333333333333335,1.3333333333333335,1.0
1276,60194,19,0.754883,0.465775,1.3333333333333335,1.3333333333333335,1.0
2825,8245,19,0.469029,0.006747,1.3333333333333335,1.3333333333333335,1.0
692,59937,19,0.558732,0.094179,1.3333333333333335,1.3333333333333335,1.0
3354,61050,19,0.344009,0.344009,2.23606797749979,2.23606797749979,1.0
2964,86316,19,0.874341,0.751753,1.4142135623730951,1.4142135623730951,1.0
1940,7751,19,0.853394,0.732851,1.4142135623730951,1.4142135623730951,1.0
2891,8345,19,0.753809,0.564644,1.4142135623730951,1.4142135623730951,1.0
1182,2313,19,0.460671,0.336711,1.9436506316151003,1.9436506316151003,1.0
2240,63117,19,0.58616,0.57595,1.9436506316151003,1.9436506316151003,1.0
3047,8541,19,0.746747,0.711151,1.6666666666666667,1.6666666666666667,1.0
780,6664,19,0.810242,0.753009,1.4142135623730951,1.4142135623730951,1.0
4,2928,19,0.423098,0.235733,1.9436506316151003,1.9436506316151003,1.0
2919,8385,19,0.841237,0.452641,1.4142135623730951,1.4142135623730951,1.0
555,59154,20,0.647184,0.470713,1.3333333333333335,1.3333333333333335,1.0
589,6446,20,0.564207,0.215896,1.3333333333333335,1.3333333333333335,1.0
601,59163,20,0.526775,0.10718,1.3333333333333335,1.3333333333333335,1.0
862,6742,20,0.44142,0.012163,1.3333333333333335,1.3333333333333335,1.0
867,60025,20,0.485508,0.11763,1.3333333333333335,1.3333333333333335,1.0
2100,60537,20,0.567642,0.201439,1.3333333333333335,1.3333333333333335,1.0
2105,29149,20,0.568324,0.201696,1.3333333333333335,1.3333333333333335,1.0
2461,6544,20,0.61889,0.016686,1.3333333333333335,1.3333333333333335,1.0
2869,5415748,20,0.702031,0.242632,1.3333333333333335,1.3333333333333335,1.0
3105,60682,20,0.608222,0.349464,1.3333333333333335,1.3333333333333335,1.0
2575,8139,20,0.503992,0.424526,1.9436506316151003,1.9436506316151003,1.0
